Director,First Average Rating,Last Average Rating,Career Progression Rating
Hannes Holm,5.062,7.588000000000001,2.5260000000000007
Roel Reiné,3.8759999999999994,6.082000000000001,2.2060000000000013
Avi Nesher,4.718,6.896,2.178
Roger Spottiswoode,5.156000000000001,7.186,2.0299999999999994
Christian Duguay,5.0360000000000005,6.978,1.9419999999999993
Asif Kapadia,5.756,7.544,1.7879999999999994
Joe Berlinger,5.122000000000001,6.843999999999999,1.7219999999999986
Todd Phillips,6.7,8.4,1.7000000000000002
Bharat Nalluri,4.954000000000001,6.632000000000001,1.678
Uwe Boll,3.02,4.626,1.6060000000000003
Luca Guadagnino,5.106,6.668000000000001,1.5620000000000012
Matt Reeves,5.84,7.4,1.5600000000000005
Noah Baumbach,6.386,7.9,1.5140000000000002
Rob Letterman,5.0120000000000005,6.484,1.4719999999999995
Gareth Edwards,6.332000000000001,7.8,1.467999999999999
Marc Evans,5.558000000000001,7.018000000000001,1.46
Sean McNamara,4.026,5.452000000000001,1.426000000000001
Jon Watts,5.9879999999999995,7.4,1.4120000000000008
Jesse V. Johnson,4.574,5.96,1.3860000000000001
Park Chan-wook,6.708000000000001,8.072,1.363999999999998
Brad Peyton,4.738,6.1,1.3619999999999992
John Murlowski,3.6919999999999997,5.0280000000000005,1.3360000000000007
Mike Flanagan,6.013999999999999,7.3,1.2860000000000005
Lisa Azuelos,5.21,6.48,1.2700000000000005
Jean-Paul Salomé,4.774,6.0360000000000005,1.2620000000000005
Denis Villeneuve,6.754,8.0,1.2460000000000004
John R. Leonetti,3.978,5.224,1.246
James Mangold,6.874,8.1,1.226
Tom Harper,5.496,6.72,1.2239999999999993
Sidney Lumet,6.044,7.263999999999999,1.2199999999999998
Joe D'Amato,3.8480000000000003,5.062,1.214
Paco Plaza,5.172000000000001,6.3839999999999995,1.2119999999999989
Gilles Paquet-Brenner,5.076,6.27,1.194
Ronny Yu,5.82,7.001999999999999,1.1819999999999986
Mike Binder,5.8919999999999995,7.064,1.1720000000000006
Kornél Mundruczó,5.614,6.784,1.17
Christopher Landon,5.136,6.3,1.1639999999999997
David E. Talbert,5.018,6.1739999999999995,1.1559999999999997
Mark Herman,6.5,7.654,1.154
Nadine Labaki,7.25,8.4,1.1500000000000004
Clint Eastwood,6.188000000000001,7.337999999999999,1.1499999999999986
Johannes Roberts,3.928,5.066,1.138
Reginald Hudlin,5.994,7.121999999999999,1.1279999999999992
Paolo Genovese,6.1979999999999995,7.322,1.1240000000000006
Craig Gillespie,6.376,7.5,1.1239999999999997
Martin Campbell,5.89,7.0,1.1100000000000003
George Lucas,6.5,7.6,1.0999999999999996
Antoine Fuqua,5.956,7.04,1.0839999999999996
Céline Sciamma,7.0360000000000005,8.1,1.0639999999999992
Ken Kwapis,5.388,6.446000000000001,1.0580000000000007
Yôjirô Takita,6.38,7.436,1.056
George Miller,5.746999999999999,6.8,1.0530000000000008
James Gunn,6.5520000000000005,7.6,1.0479999999999992
Bong Joon Ho,7.452000000000001,8.5,1.0479999999999992
Guy Ferland,5.36,6.404,1.0439999999999996
Roland Emmerich,5.66,6.7,1.04
Thor Freudenthal,5.654,6.69,1.0360000000000005
Mimi Leder,6.0360000000000005,7.055999999999999,1.0199999999999987
Sean Anders,6.284,7.3,1.016
Damian Lee,4.0040000000000004,5.018,1.0139999999999993
Yorgos Lanthimos,6.5,7.5,1.0
Christophe Honoré,5.398,6.367999999999999,0.9699999999999998
Luke Greenfield,5.294,6.2620000000000005,0.9680000000000009
George Hickenlooper,5.306,6.268,0.9619999999999997
David Mackenzie,6.201999999999999,7.152,0.9500000000000011
Uli Edel,4.974,5.914,0.9399999999999995
Luis Mandoki,5.954,6.89,0.9359999999999999
Sean Baker,6.636,7.57,0.9340000000000002
Christopher McQuarrie,6.768,7.7,0.9320000000000004
Wilson Yip,5.942,6.87,0.9279999999999999
Joe Chappelle,4.882000000000001,5.808000000000001,0.9260000000000002
Michael Herbig,5.812,6.734,0.9219999999999997
Isaac Florentine,4.618,5.54,0.9219999999999997
Timothy Woodward Jr.,3.302,4.2219999999999995,0.9199999999999995
Frank Marshall,6.716,7.62,0.9039999999999999
Rian Johnson,7.004,7.9,0.8960000000000008
Ti West,5.12,6.016,0.8959999999999999
Scott Derrickson,6.604,7.5,0.8959999999999999
Guillermo del Toro,6.406000000000001,7.3,0.8939999999999992
Thomas Carter,6.084,6.9639999999999995,0.8799999999999999
Frank Oz,6.664,7.54,0.8760000000000003
Mira Nair,6.266,7.136,0.8700000000000001
Peyton Reed,6.132,7.0,0.8680000000000003
Jag Mundhra,4.1160000000000005,4.98,0.8639999999999999
Leigh Whannell,6.24,7.1,0.8599999999999994
Deon Taylor,4.752,5.6080000000000005,0.8560000000000008
Shawn Levy,5.52,6.376,0.8560000000000008
Scott Stewart,5.331999999999999,6.18,0.8480000000000008
Tommy O'Haver,6.006,6.848,0.8419999999999996
Antonio Campos,6.226,7.06,0.8339999999999996
Rob Minkoff,5.91,6.74,0.8300000000000001
Greg Berlanti,6.676,7.5,0.8239999999999998
Aku Louhimies,6.316,7.128000000000001,0.8120000000000012
Catherine Corsini,6.013999999999999,6.82,0.8060000000000009
Lee Joon-ik,6.6160000000000005,7.422,0.8059999999999992
David F. Sandberg,6.327999999999999,7.13,0.8020000000000005
Todd Haynes,6.8,7.6,0.7999999999999998
Arne Lindtner Næss,5.126,5.9239999999999995,0.7979999999999992
Joe Swanberg,5.062,5.848,0.7859999999999996
Justin Lin,6.224,7.0,0.7759999999999998
Jaume Collet-Serra,5.524,6.3,0.7759999999999998
Adam Rifkin,4.888,5.652,0.7640000000000002
Quentin Dupieux,5.838000000000001,6.6,0.7619999999999987
Tim Story,5.46,6.22,0.7599999999999998
Sébastien Lifshitz,6.628000000000001,7.386,0.7579999999999991
John Madden,6.486000000000001,7.24,0.7539999999999996
Danny Cannon,5.53,6.284,0.7539999999999996
Michael Davis,5.667999999999999,6.42,0.7520000000000007
Patrick Hughes,6.148,6.9,0.7520000000000007
Nuri Bilge Ceylan,7.263999999999999,8.014,0.75
Jean-Pierre Jeunet,6.284,7.028,0.7439999999999998
Jonathan Levine,5.976,6.716,0.7400000000000002
Rachel Talalay,4.66,5.4,0.7400000000000002
Ted Demme,6.684,7.416,0.7320000000000002
Sarik Andreasyan,4.668,5.398,0.7299999999999995
Sean Ellis,6.624,7.343999999999999,0.7199999999999998
Joseph Kosinski,6.8,7.516,0.7160000000000002
Julien Temple,6.61,7.32,0.71
Rasmus A. Sivertsen,5.84,6.546,0.7060000000000004
Wych Kaosayananda,3.574,4.2780000000000005,0.7040000000000006
Tony Goldwyn,6.228,6.928000000000001,0.7000000000000011
Jon M. Chu,6.2,6.9,0.7000000000000002
Tommy Wirkola,6.101999999999999,6.8,0.6980000000000004
Harold Cronk,4.545999999999999,5.23,0.684000000000001
Pedro Almodóvar,6.77,7.452000000000001,0.6820000000000013
Ericson Core,6.388,7.0680000000000005,0.6800000000000006
Mike Mitchell,5.656000000000001,6.332000000000001,0.6760000000000002
Kenneth Lonergan,7.1,7.774,0.6740000000000004
Pawel Pawlikowski,6.83,7.497999999999999,0.6679999999999993
Susanne Bier,5.8260000000000005,6.491999999999999,0.6659999999999986
Kathryn Bigelow,6.67,7.334,0.6639999999999997
Harald Zwart,6.04,6.7,0.6600000000000001
Jan Komasa,6.741999999999999,7.4,0.6580000000000013
Trey Parker,6.676,7.33,0.6539999999999999
Taika Waititi,7.246,7.9,0.6539999999999999
Charles Martin Smith,5.8919999999999995,6.544,0.6520000000000001
Paul King,7.117999999999999,7.77,0.6520000000000001
Bart Freundlich,5.577999999999999,6.228,0.6500000000000004
Francis Veber,5.71,6.36,0.6500000000000004
David Frankel,6.15,6.8,0.6499999999999995
Wes Anderson,7.152,7.8,0.6479999999999997
Peter Weir,6.684,7.331999999999999,0.6479999999999988
Shane Meadows,6.784,7.428,0.6440000000000001
Catherine Breillat,5.48,6.12,0.6399999999999997
Randall Miller,5.92,6.556,0.6360000000000001
Chris Weitz,6.074,6.707999999999999,0.6339999999999995
Mel Gibson,7.468000000000001,8.1,0.6319999999999988
George C. Wolfe,6.39,7.02,0.6299999999999999
Fred Olen Ray,3.3680000000000003,3.9960000000000004,0.6280000000000001
S.S. Rajamouli,7.497999999999999,8.12,0.6219999999999999
Roger Donaldson,5.862,6.48,0.6180000000000003
John Frankenheimer,5.688,6.303999999999999,0.6159999999999997
Guillaume Nicloux,5.497999999999999,6.111999999999999,0.6139999999999999
Tony Scott,6.148,6.76,0.6120000000000001
Emilio Estevez,6.47,7.07,0.6000000000000005
Mike Barker,5.9719999999999995,6.57,0.5980000000000008
John Whitesell,5.2620000000000005,5.86,0.5979999999999999
John Erick Dowdle,6.086,6.68,0.5939999999999994
Mika Kaurismäki,5.778,6.3660000000000005,0.588000000000001
Dante Lam,5.75,6.337999999999999,0.5879999999999992
Errol Morris,6.624,7.202000000000001,0.5780000000000012
Simon Curtis,6.9639999999999995,7.54,0.5760000000000005
Emmanuelle Bercot,6.17,6.744,0.5739999999999998
Norman Jewison,6.362,6.928,0.5659999999999998
Patricia Riggen,6.478,7.04,0.5620000000000003
Ken Loach,7.082000000000001,7.64,0.5579999999999989
Steven R. Monroe,4.58,5.1339999999999995,0.5539999999999994
Russell Mulcahy,5.12,5.672,0.5519999999999996
Katja von Garnier,5.827999999999999,6.372000000000001,0.5440000000000014
Bill Condon,6.207999999999999,6.74,0.5320000000000009
Rene Perez,2.678,3.21,0.532
Paul Feig,6.006,6.5360000000000005,0.5300000000000002
John Krasinski,6.678,7.2,0.5220000000000002
John Lee Hancock,6.474,6.996,0.5220000000000002
Danny Leiner,5.692,6.212000000000001,0.5200000000000005
Davis Guggenheim,6.62,7.14,0.5199999999999996
Luis Llosa,4.86,5.376,0.516
Nancy Meyers,6.595999999999999,7.1,0.5040000000000004
Marc Rothemund,6.092,6.59,0.4980000000000002
David Dobkin,6.316,6.806,0.4900000000000002
Gavin Hood,6.81,7.3,0.4900000000000002
Adam Robitel,5.91,6.4,0.4900000000000002
Peter Jackson,7.428,7.911999999999999,0.4839999999999991
Robert Schwentke,6.244,6.724,0.4800000000000004
Michael Radford,6.096,6.574,0.47799999999999976
Carlo Vanzina,4.428,4.896,0.46799999999999997
Angelina Jolie,5.896,6.364,0.46799999999999997
Eli Roth,5.726,6.191999999999999,0.4659999999999993
Jonathan Liebesman,5.336,5.8,0.4639999999999995
Jon Turteltaub,5.242000000000001,5.7,0.4579999999999993
Xavier Giannoli,6.0920000000000005,6.544,0.45199999999999907
Fabrice du Welz,5.874,6.322,0.4480000000000004
Xiaoshuai Wang,6.8020000000000005,7.25,0.4479999999999995
Bruno Barreto,6.31,6.752000000000001,0.44200000000000106
Carlos Reygadas,6.276,6.7139999999999995,0.4379999999999997
Ariel Vromen,6.07,6.507999999999999,0.43799999999999883
Greg McLean,6.2,6.636,0.43599999999999994
John Lyde,4.882000000000001,5.314,0.4319999999999995
Takahisa Zeze,5.797999999999999,6.226,0.4280000000000008
Timur Bekmambetov,5.72,6.14,0.41999999999999993
Mohammad Rasoulof,6.96,7.38,0.41999999999999993
Michael Moore,6.6979999999999995,7.1160000000000005,0.41800000000000104
Sönke Wortmann,6.062,6.478,0.4159999999999995
Bertrand Bonello,5.708000000000001,6.124,0.4159999999999986
Gary Winick,5.926,6.34,0.4139999999999997
Martin Guigui,4.67,5.066,0.3959999999999999
Daniel Barnz,6.01,6.4,0.39000000000000057
François Ozon,6.593999999999999,6.978000000000001,0.38400000000000123
Greta Gerwig,7.416,7.8,0.38399999999999945
Lloyd A. Simandl,3.842,4.215999999999999,0.3739999999999992
Ruben Östlund,6.732,7.104,0.3719999999999999
Shinsuke Sato,6.18,6.55,0.3700000000000001
Karyn Kusama,5.894,6.263999999999999,0.3699999999999992
Andrey Konchalovskiy,6.82,7.188000000000001,0.3680000000000003
Jim Mickle,5.996,6.36,0.3639999999999999
Marco Bellocchio,6.474,6.836,0.3620000000000001
Michael Almereyda,5.35,5.707999999999999,0.35799999999999965
Alfonso Cuarón,7.343999999999999,7.7,0.35600000000000076
Agnès Varda,7.192,7.547999999999999,0.355999999999999
Pat O'Connor,6.226,6.58,0.3540000000000001
John Hamburg,5.912000000000001,6.263999999999999,0.35199999999999854
Sion Sono,5.98,6.33,0.34999999999999964
Isao Takahata,7.454,7.8020000000000005,0.34800000000000075
Jean-Marc Vallée,6.6739999999999995,7.022,0.34800000000000075
Steve Carr,5.4,5.747999999999999,0.347999999999999
Gus Van Sant,6.244,6.59,0.3460000000000001
Ryoo Seung-wan,6.6579999999999995,7.004,0.3460000000000001
Johan Nijenhuis,5.204,5.55,0.3460000000000001
Emmanuel Mouret,6.508000000000001,6.846,0.3379999999999992
Stuart Gordon,5.928000000000001,6.257999999999999,0.3299999999999983
Claude Chabrol,5.747999999999999,6.0760000000000005,0.3280000000000012
Bernardo Bertolucci,6.46,6.787999999999999,0.3279999999999994
Marielle Heller,6.9079999999999995,7.232,0.32400000000000073
Susanna White,6.117999999999999,6.44,0.32200000000000095
Nicole Holofcener,6.376,6.696000000000001,0.3200000000000003
John Carney,7.44,7.76,0.3199999999999994
Don Mancini,5.096,5.414,0.3179999999999996
Nick Hamm,6.156000000000001,6.472,0.31599999999999984
Mike Nichols,6.7,7.016,0.31599999999999984
Richard Shepard,5.848,6.162000000000001,0.31400000000000095
Teddy Chan,6.028,6.34,0.3120000000000003
Volker Schlöndorff,6.252000000000001,6.564,0.3119999999999994
Stephen Hopkins,6.377999999999999,6.68,0.3020000000000005
Wolfgang Groos,5.676,5.976,0.2999999999999998
Spike Lee,6.854,7.151999999999999,0.29799999999999915
Howard Deutch,5.452000000000001,5.746,0.2939999999999996
Ben Falcone,5.18,5.472,0.2920000000000007
William Friedkin,5.8660000000000005,6.154,0.28799999999999937
James DeMonaco,5.768000000000001,6.056,0.28799999999999937
M. Night Shyamalan,6.355999999999999,6.6419999999999995,0.2860000000000005
Alan Parker,7.204,7.484,0.28000000000000025
Ivan Reitman,6.34,6.62,0.28000000000000025
Bruce Beresford,6.626,6.904,0.2779999999999996
George Tillman Jr.,7.087999999999999,7.36,0.27200000000000113
Andrzej Wajda,6.52,6.79,0.27000000000000046
Makoto Shinkai,7.396,7.662000000000001,0.2660000000000009
Stephen Sommers,6.14,6.404,0.26400000000000023
David Lowery,6.448,6.708000000000001,0.2600000000000007
Giovanni Veronesi,5.6,5.856,0.2560000000000002
Tosca Musk,5.9879999999999995,6.24,0.25200000000000067
Daniel Espinosa,6.336,6.587999999999999,0.2519999999999989
Jean-François Richet,6.093999999999999,6.3420000000000005,0.2480000000000011
Will Gluck,6.351999999999999,6.6,0.24800000000000022
Lynn Shelton,6.254,6.5,0.24600000000000044
Christian Ditter,5.956,6.2,0.24399999999999977
John Badham,6.096,6.337999999999999,0.2419999999999991
Jocelyn Moorhouse,6.652,6.892,0.2400000000000002
Steven Spielberg,7.16,7.4,0.2400000000000002
Pete Travis,6.5360000000000005,6.77,0.2339999999999991
Baz Luhrmann,6.97,7.2,0.23000000000000043
Phyllida Lloyd,6.482,6.712000000000001,0.23000000000000043
Cathy Garcia-Sampana,6.794,7.024,0.23000000000000043
Andy Tennant,5.96,6.188,0.22799999999999976
Philippe de Chauveron,5.682,5.9079999999999995,0.2259999999999991
Marc Forster,6.94,7.164,0.2239999999999993
Dexter Fletcher,7.084,7.3,0.2160000000000002
Spike Jonze,7.7,7.916,0.2160000000000002
Lenny Abrahamson,6.843999999999999,7.06,0.2160000000000002
Craig Zobel,6.35,6.564,0.2140000000000004
Ron Howard,6.684,6.898,0.21399999999999952
Lee Daniels,6.688,6.9,0.21200000000000063
Nora Ephron,6.48,6.692,0.21199999999999974
J Blakeson,5.95,6.16,0.20999999999999996
Andrew Davis,6.707999999999999,6.914,0.2060000000000004
Stéphane Brizé,6.47,6.672000000000001,0.20200000000000085
Richard Curtis,7.6,7.8,0.20000000000000018
Martin McDonagh,7.9,8.1,0.1999999999999993
John Duigan,6.17,6.367999999999999,0.1979999999999995
David Fincher,6.84,7.034,0.19399999999999995
Bryan Singer,7.707999999999999,7.9,0.19200000000000106
Takahiro Miki,6.553999999999999,6.7379999999999995,0.18400000000000016
Jérôme Salle,6.452000000000001,6.636,0.18399999999999928
Adam McKay,7.02,7.2,0.1800000000000006
Gurinder Chadha,6.672000000000001,6.852,0.17999999999999972
Louis Morneau,4.788,4.966,0.17799999999999994
Menahem Golan,4.17,4.348,0.17799999999999994
Yôji Yamada,6.832000000000001,7.006,0.1739999999999995
Jake Kasdan,6.53,6.7,0.16999999999999993
David Wain,5.892,6.061999999999999,0.16999999999999904
Alfonso Gomez-Rejon,6.692,6.86,0.16800000000000015
Marc Lawrence,6.132,6.3,0.16800000000000015
Dan Scanlon,7.232,7.4,0.16800000000000015
Patrick Lussier,5.124,5.29,0.16600000000000037
Jonas Åkerlund,6.22,6.3839999999999995,0.1639999999999997
Albert Pyun,3.792,3.948,0.15600000000000014
Cary Joji Fukunaga,7.416,7.572,0.1559999999999997
Gavin O'Connor,6.67,6.82,0.15000000000000036
Roar Uthaug,6.156000000000001,6.306,0.14999999999999947
Robert Vince,4.048,4.196000000000001,0.14800000000000058
Andy Muschietti,6.354,6.5,0.1459999999999999
Lawrence Lanoff,3.9539999999999997,4.1,0.1459999999999999
Nimród Antal,6.76,6.904,0.14400000000000013
John Polson,5.5760000000000005,5.72,0.14399999999999924
Yvan Attal,6.07,6.212000000000001,0.14200000000000035
Felix van Groeningen,7.204,7.344000000000001,0.14000000000000146
David Twohy,6.276,6.416,0.14000000000000057
Jeff Baena,5.768000000000001,5.9079999999999995,0.1399999999999988
John McNaughton,6.0120000000000005,6.151999999999999,0.1399999999999988
Paul Schrader,6.558,6.696000000000001,0.1380000000000008
Gregory Dark,4.548,4.678,0.1299999999999999
Clark Johnson,6.1,6.226,0.12600000000000033
William Brent Bell,4.86,4.986000000000001,0.12600000000000033
Krzysztof Kieslowski,7.736000000000001,7.86,0.12399999999999967
Soi Cheang,5.976,6.1,0.12399999999999967
Pascal Laugier,6.2,6.32,0.1200000000000001
Andrew Fleming,6.336,6.452000000000001,0.11600000000000055
David S. Ward,5.882000000000001,5.996,0.11399999999999988
Peter Ho-Sun Chan,6.954,7.068,0.11399999999999988
Anders Thomas Jensen,7.388,7.5,0.1120000000000001
Rosa von Praunheim,6.5760000000000005,6.688,0.11199999999999921
Ernie Barbarash,5.367999999999999,5.476,0.10800000000000054
Stephen Gyllenhaal,6.13,6.232,0.10200000000000031
Mark Waters,5.82,5.922,0.10199999999999942
Jonathan Teplitzky,6.492000000000001,6.593999999999999,0.10199999999999854
Joe Carnahan,6.648,6.746,0.09800000000000075
Lone Scherfig,6.552,6.65,0.09800000000000075
Dome Karukoski,6.702000000000001,6.8,0.09799999999999898
Jeff Tremaine,6.751999999999999,6.848,0.09600000000000097
Thomas Vinterberg,7.604,7.7,0.09600000000000009
Eric Lavaine,5.596,5.688000000000001,0.09200000000000053
Erik Poppe,7.09,7.176,0.0860000000000003
Jaume Balagueró,5.596,5.678,0.08199999999999985
Scott Cooper,7.06,7.14,0.08000000000000007
Michael Showalter,6.784,6.856,0.07200000000000006
Brillante Mendoza,6.272,6.343999999999999,0.07199999999999918
Don Roos,6.16,6.23,0.07000000000000028
Steve Rash,5.738,5.808000000000001,0.07000000000000028
Atom Egoyan,6.726,6.796,0.07000000000000028
Kriv Stenders,6.7,6.763999999999999,0.06399999999999917
Barry Jenkins,7.127999999999999,7.19,0.062000000000001165
Léa Pool,6.7620000000000005,6.824,0.06199999999999939
McG,5.585999999999999,5.644,0.05800000000000072
Daniel Calparsoro,5.491999999999999,5.547999999999999,0.05600000000000005
Stephen Chbosky,7.844000000000001,7.9,0.05599999999999916
Lasse Hallström,7.148,7.202000000000001,0.05400000000000116
Malgorzata Szumowska,5.751999999999999,5.806,0.05400000000000116
Amy Heckerling,5.624,5.678,0.05400000000000027
Carlos Saura,6.784,6.837999999999999,0.05399999999999938
Ira Sachs,6.0760000000000005,6.128000000000001,0.05200000000000049
Stephen Frears,6.748000000000001,6.8,0.051999999999998714
Keiichi Hara,6.874,6.9239999999999995,0.04999999999999982
David Michôd,6.992000000000001,7.04,0.047999999999999154
Mark Atkins,3.012,3.0580000000000003,0.04600000000000026
Claude Miller,6.306,6.351999999999999,0.045999999999999375
Nicolas Vanier,6.798000000000001,6.843999999999999,0.04599999999999849
Baltasar Kormákur,6.542000000000001,6.587999999999999,0.04599999999999849
Sherry Hormann,6.7,6.744,0.043999999999999595
Ki-hyeong Park,5.51,5.5520000000000005,0.0420000000000007
Chloé Zhao,7.263999999999999,7.3,0.036000000000000476
Michael Tiddes,4.934,4.968,0.03399999999999981
Craig Clyde,5.343999999999999,5.376,0.03200000000000092
Debra Granik,7.01,7.04,0.03000000000000025
Bertrand Tavernier,6.74,6.77,0.02999999999999936
Vince Marcello,5.74,5.768000000000001,0.02800000000000047
Kelly Reichardt,6.82,6.848,0.02799999999999958
Fernando Trueba,6.26,6.2860000000000005,0.02600000000000069
Raja Gosnell,4.6,4.624,0.02400000000000002
Michael Hoffman,6.598,6.62,0.02200000000000024
Paul McGuigan,6.488,6.508000000000001,0.020000000000000462
Jon Favreau,6.78,6.8,0.019999999999999574
Thomas Bezucha,6.5,6.52,0.019999999999999574
Noboru Iguchi,5.522,5.54,0.017999999999999794
Sebastian Gutierrez,5.54,5.558,0.017999999999999794
Pablo Trapero,6.63,6.646,0.016000000000000014
Edward Burns,6.287999999999999,6.3,0.012000000000000455
Doug Liman,6.8,6.811999999999999,0.011999999999999567
Alex Kendrick,6.508000000000001,6.516,0.007999999999999119
Adam Green,5.83,5.836,0.006000000000000227
Destin Daniel Cretton,7.574,7.58,0.006000000000000227
Michael Lehmann,5.612,5.617999999999999,0.005999999999999339
Chantal Akerman,6.46,6.4639999999999995,0.0039999999999995595
Fernando Meirelles,7.3,7.3,0.0
Chad Stahelski,7.4,7.4,0.0
Saul Dibb,6.836,6.832000000000001,-0.0039999999999995595
Paul Thomas Anderson,7.404,7.4,-0.0039999999999995595
Gore Verbinski,6.404,6.4,-0.0039999999999995595
Andrew Haigh,7.106,7.1,-0.006000000000000227
Cédric Kahn,6.376,6.364,-0.012000000000000455
Rowdy Herrington,6.206,6.192,-0.014000000000000234
Brian Levant,5.3,5.28,-0.019999999999999574
Florent-Emilio Siri,6.506,6.484,-0.02200000000000024
Griffin Dunne,6.167999999999999,6.142,-0.025999999999998913
Lee Chang-dong,7.544,7.518,-0.0259999999999998
Cirio H. Santiago,4.368,4.342,-0.02600000000000069
