Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Muayad Alayan,1040,13170,12130
Richard Wong,31982,44110,12128
Yong-ho Son,11192,23320,12128
Sanaa Hamri,144750,156860,12110
Stere Gulea,5550,17660,12110
Manouchehr Hadi,842,12936,12094
Rusty Nixon,6170,18246,12076
Midi Z,1193,13260,12067
Olivier Masset-Depasse,8016,20060,12044
Joel Viertel,43280,55320,12040
Arnaud Lemort,13178,25210,12032
Lili Horvát,15880,27880,12000
Conor McMahon,23410,35390,11980
Cédric Jimenez,123080,135020,11940
Kar Lok Chin,2559,14470,11911
Vanessa Jopp,6230,18140,11910
David Batty,9782,21680,11898
Rob Stefaniuk,29965,41856,11891
Joe Robert Cole,31955,43820,11865
Tim Trachte,4042,15902,11860
Harmesh Malhotra,1312,13164,11852
Scott Cooper,948540,960360,11820
Ariel Zeitoun,6654,18460,11806
Clement Virgo,2240,14030,11790
Sam Feder,49182,60970,11788
Guido Chiesa,2718,14500,11782
Antonello Grimaldi,14162,25944,11782
John McKay,39630,51410,11780
Eoin Macken,2292,14060,11768
Guy Maddin,16410,28162,11752
Phillip Guzman,14920,26655,11735
Anne Zohra Berrached,6160,17870,11710
Charles McDougall,7070,18780,11710
Lucien Jean-Baptiste,18325,30030,11705
Hari Sama,2622,14320,11698
Harvey Kahn,7470,19160,11690
Charles-Olivier Michaud,4850,16510,11660
Herman Yau,1265,12912,11647
Michael Schroeder,2710,14356,11646
Marie Kreutzer,2389,14010,11621
Elie Wajeman,6754,18360,11606
Carine Tardieu,8158,19740,11582
Borja Cobeaga,16975,28527,11552
Robert Downey Sr.,5390,16930,11540
Pirjo Honkasalo,1100,12630,11530
Jonas Carpignano,17930,29460,11530
Nicolas Pariser,15965,27470,11505
Jenõ Hódi,2659,14150,11491
Vicky Wight,46288,57770,11482
Sinan Çetin,22966,34444,11478
Jon Wright,65470,76920,11450
Konstantin Maksimov,8480,19910,11430
Serge Bozon,5181,16600,11419
Ant Horasanli,6179,17560,11381
Rob Spera,550,11922,11372
Kristina Buozyte,17305,28630,11325
Riccardo Milani,3409,14730,11321
Lawrence Fowler,16230,27550,11320
Masaya Fujimori,10119,21434,11315
Mark Hartley,46980,58293,11313
D. Kerry Prior,101937,113250,11313
Marius Holst,6980,18290,11310
Roberto Sneider,12178,23480,11302
Guillaume Senez,4880,16140,11260
Anders Refn,6392,17590,11198
John Mackenzie,16540,27720,11180
Aigars Grauba,14138,25310,11172
Jae-geun Yoon,10000,21160,11160
Icíar Bollaín,9295,20410,11115
Jun'ichi Mori,5554,16660,11106
Dan Ireland,40470,51570,11100
Saeed Roustayi,176260,187360,11100
Olivier Abbou,21773,32850,11077
Sheldon Wilson,2420,13490,11070
Niall Johnson,4710,15770,11060
Emanuele Crialese,21094,32150,11056
Stéphane Brizé,11132,22180,11048
Wayne Isham,4643,15660,11017
Susan Seidelman,10728,21690,10962
Gaurav Seth,1672,12600,10928
Frederikke Aspöck,3360,14278,10918
George Ovashvili,13450,24340,10890
Carl Reiner,29990,40870,10880
Mohamed Khan,4466,15342,10876
Willard Carroll,8740,19600,10860
Jonás Trueba,4853,15710,10857
Ivan Calbérac,4710,15560,10850
Ulrich Seidl,1794,12620,10826
Tolga Örnek,13090,23912,10822
Jorge Ramírez Suárez,5143,15951,10808
César Rodrigues,18899,29680,10781
Dong-won Kim,7023,17790,10767
Shinsuke Sato,30840,41600,10760
Ayumu Watanabe,26455,37180,10725
Liang Zhao,1426,12150,10724
Narges Abyar,21076,31798,10722
Jun Ichikawa,677,11394,10717
Álvaro Fernández Armero,4916,15630,10714
Alan Brown,18080,28780,10700
Sergey Loznitsa,1954,12640,10686
Jem Cohen,3730,14400,10670
Rohan Sippy,32736,43395,10659
Heung-sun Jeong,2973,13620,10647
Roberto Faenza,2684,13310,10626
Jang Sun-woo,1338,11960,10622
Mark Jenkin,42601,53220,10619
Daniel Adams,2068,12662,10594
Derek Jarman,15188,25779,10591
Jerzy Skolimowski,10116,20700,10584
Justin Steele,8210,18750,10540
Alex Kendrick,46740,57280,10540
Angela Schanelec,1488,12020,10532
John V. Soto,31190,41721,10531
Haofeng Xu,6730,17248,10518
Christopher Menaul,6050,16530,10480
Venkat Prabhu,21513,31979,10466
Sam Macaroni,15270,25730,10460
Birger Larsen,2596,13035,10439
Christian Schwochow,4000,14430,10430
Robert Marcarelli,2943,13372,10429
Sudabeh Mortezai,1728,12152,10424
Emmanuel Finkiel,3450,13860,10410
Nicolas Benamou,26456,36830,10374
Cathy Garcia-Sampana,3534,13870,10336
Andrew van den Houten,20690,31010,10320
Raymond Martino,1098,11410,10312
Mitsutoshi Tanaka,1190,11485,10295
Giorgio Diritti,6965,17260,10295
Jacques Doillon,4166,14430,10264
Miwa Nishikawa,8232,18430,10198
Kodi Ramakrishna,453,10643,10190
Kyu-sung Jang,2988,13170,10182
Mark Joffe,22160,32330,10170
Tony Chan,2184,12350,10166
Yong-gyun Kim,12645,22800,10155
Ngai Choi Lam,10850,21003,10153
Annette K. Olesen,8316,18460,10144
Lola Doillon,6138,16280,10142
Antonio Tublen,11406,21540,10134
Matt Shapira,8318,18440,10122
Blaine Thurier,10556,20630,10074
Mani Haghighi,12901,22970,10069
Ning Hao,6107,16170,10063
Jerry Rothwell,1413,11460,10047
Junfeng Boo,8136,18180,10044
Scott Teems,26409,36450,10041
G.J. Echternkamp,2317,12350,10033
Philip Ridley,93780,103800,10020
John Bradshaw,1810,11818,10008
Marcel Walz,1662,11665,10003
Craig Clyde,2374,12360,9986
Mai Masri,1032,11000,9968
Antony Szeto,6245,16212,9967
Ira Sachs,10032,19990,9958
Gustavo Ron,8484,18420,9936
Chris Ver Wiel,39946,49880,9934
Alexis Dos Santos,15910,25840,9930
Barry W. Blaustein,94870,104790,9920
Stefano Mordini,2712,12626,9914
Waymon Boone,8790,18700,9910
Paolo Barzman,4675,14580,9905
Scott Ziehl,8780,18684,9904
Andy Garcia,89468,99360,9892
Alain Gomis,1652,11530,9878
Alexs Stadermann,13756,23630,9874
Ebrahim Hatamikia,13893,23746,9853
Tom Nagel,17664,27510,9846
Yôichi Sai,1317,11160,9843
Andrew Bowler,88642,98480,9838
Lee Han,19925,29760,9835
Damion Dietz,2621,12432,9811
Pierre Schoeller,5660,15460,9800
José Pepe Bojórquez,4780,14571,9791
Tristán Bauer,489,10279,9790
Javier Ruiz Caldera,32390,42180,9790
Joyce Bernal,510,10294,9784
Jeff Stanzler,5630,15390,9760
Martin Lund,2640,12380,9740
Tim Kirkman,10080,19810,9730
Satoshi Kon,965570,975300,9730
Kristoffer Tabori,8254,17950,9696
Randa Haines,59270,68940,9670
Sandra Wollner,4885,14510,9625
Henning Carlsen,1728,11310,9582
Donald Farmer,2655,12212,9557
Sooraj R. Barjatya,226110,235660,9550
Óskar Thór Axelsson,43650,53180,9530
J. Christian Ingvordsen,1100,10624,9524
Gonzalo Tobal,15796,25320,9524
Peter Richardson,16570,26090,9520
J.Q. Lee,9930,19440,9510
Monique Gardenberg,4168,13642,9474
Kim Mordaunt,22566,32040,9474
Harry Basil,5475,14944,9469
Renaud Gauthier,21806,31270,9464
N. Chandra,2695,12146,9451
Gregory Orr,7680,17130,9450
Tony Ayres,4846,14289,9443
Matthew Newton,3581,13020,9439
Homayoon Ass'adian,491,9927,9436
Robert Sarkies,11630,21054,9424
Rohit Jugraj,6854,16276,9422
Britt Allcroft,38428,47840,9412
Rob Diamond,1275,10682,9407
Gianfranco Rosi,3834,13240,9406
Jun'ya Satô,7797,17184,9387
Daming Chen,504,9885,9381
Sicheng Chen,22350,31730,9380
Michael Steinberg,24990,34370,9380
Alejandro Montiel,22042,31420,9378
Danielle Arbid,1835,11210,9375
Elbert van Strien,14510,23870,9360
Emmanuelle Bercot,5770,15130,9360
Svetozar Ristovski,10667,20025,9358
Kelvin Tong,9569,18925,9356
Darin Ferriola,8384,17739,9355
Lydia Dean Pilcher,84428,93760,9332
Daniel Nolasco,3630,12960,9330
Alistair Banks Griffin,24452,33770,9318
Nikos Grammatikos,4372,13679,9307
Josef Rusnak,3424,12717,9293
Justin McConnell,6023,15300,9277
Véra Belmont,2394,11650,9256
José Luis Cuerda,3123,12366,9243
Ron Carlson,5386,14590,9204
Petr Jákl,13309,22500,9191
Julian Fellowes,46580,55770,9190
Emma Dante,6580,15770,9190
Volodymyr Tykhyy,488,9651,9163
Reza Mirkarimi,4147,13292,9145
Keoni Waxman,2039,11160,9121
Maria Ramos,1302,10412,9110
Anca Damian,4504,13600,9096
David Raynr,24846,33935,9089
Ping He,5814,14901,9087
Im Sang-soo,3653,12701,9048
Jefery Levy,2558,11604,9046
Chayanop Boonprakob,21456,30500,9044
Yun-su Jeon,1180,10220,9040
André van Duren,2994,12010,9016
Steven Cantor,1869,10881,9012
Lee Myung-se,664,9675,9011
Catherine Breillat,3922,12920,8998
James Merendino,1540,10528,8988
Charlie Steeds,4925,13913,8988
Ibolya Fekete,2856,11810,8954
Tom Waller,3036,11980,8944
Todd Rohal,12300,21236,8936
Rafi Pitts,1973,10898,8925
Greg Carter,1215,10134,8919
Gustav Deutsch,1209,10120,8911
Pedro Aguilera,4072,12960,8888
Jesper W. Nielsen,1794,10670,8876
Lena Koppel,8180,17043,8863
Glenn Gers,15098,23960,8862
Adina Pintilie,21498,30330,8832
Shin'ichirô Sawai,240,9050,8810
Jaime Eliezer Karas,18129,26930,8801
Massoud Bakhshi,2105,10880,8775
Gillian Armstrong,4750,13517,8767
Daniele Vicari,4847,13611,8764
Michiel van Erp,884,9636,8752
Sérgio Graciano,2934,11685,8751
Maciej Kawulski,30726,39468,8742
Dawn Porter,7032,15752,8720
Nils Tavernier,5862,14580,8718
Fernando Sariñana,5439,14155,8716
Yulene Olaizola,2415,11120,8705
Robinson Devor,15262,23958,8696
Dominik Graf,5780,14473,8693
Albert Serra,5370,14050,8680
Debbie Allen,22459,31120,8661
Pema Tseden,1038,9690,8652
Salvador García Ruiz,7155,15780,8625
Gitta Gsell,5887,14500,8613
Jeroen Krabbé,30030,38630,8600
H.M. Coakley,11010,19610,8600
Fien Troch,4006,12600,8594
Oskar Roehler,2691,11280,8589
Perry Lang,37172,45730,8558
Thierry Donard,547,9086,8539
Stephen Johnson,16594,25130,8536
Nurbek Egen,755,9290,8535
Alonso Ruizpalacios,51270,59800,8530
Arto Halonen,173,8674,8501
Marco Filiberti,16976,25460,8484
Dante Lam,1973,10450,8477
Argyris Papadimitropoulos,48405,56860,8455
Ivan Silvestrini,15670,24112,8442
Andrea Pallaoro,5730,14150,8420
Wellson Chin,830,9236,8406
Takahiro Miki,6806,15198,8392
Rose Bosch,32589,40980,8391
Marilyn Agrelo,35540,43930,8390
Park Jin-Pyo,5060,13442,8382
Claude Lelouch,5820,14200,8380
Patricia Cardoso,66163,74495,8332
Michele Placido,1538,9833,8295
Jian Liu,14052,22340,8288
Ruba Nadda,16764,25040,8276
Princeton Holt,3846,12120,8274
Ali F. Mostafa,13905,22170,8265
Victor Vu,1961,10204,8243
Daniel Farrands,21085,29318,8233
Josh Greenbaum,18798,27030,8232
Matthew Ninaber,15660,23860,8200
Márta Mészáros,2590,10786,8196
Andrey Proshkin,1546,9728,8182
Hugo Stuven,24388,32560,8172
Allan Harmon,7780,15940,8160
Myriam Aziza,11375,19520,8145
Unjoo Moon,21110,29240,8130
Lech Majewski,3318,11430,8112
Christopher Papakaliatis,84280,92370,8090
Zalman King,18770,26820,8050
Matthias Glasner,1418,9468,8050
Patricio Guzmán,1286,9330,8044
Murat Seker,18778,26819,8041
Adam Egypt Mortimer,28290,36330,8040
Giedre Zickyte,2440,10470,8030
José Eduardo Belmonte,3054,11082,8028
Hao Zhou,749,8740,7991
Murray Fahey,1454,9410,7956
Jong-kwan Kim,1398,9340,7942
Emin Alper,40054,47980,7926
Paprika Steen,8520,16440,7920
Tara Miele,11640,19510,7870
Sang-Hyo Yook,1155,9020,7865
Sean Hanish,9236,17090,7854
Padraig Reynolds,23080,30930,7850
Antonio Chavarrías,1558,9400,7842
Teja,5327,13164,7837
Shunsuke Tada,3024,10860,7836
Kwang-hoon Lee,918,8750,7832
Stephan Komandarev,568,8371,7803
Enzo Monteleone,7559,15361,7802
Richard Lowry,1614,9402,7788
Gilles Béhat,6494,14280,7786
Ron Oliver,2090,9870,7780
Helena Bergström,14416,22182,7766
Franco Amurri,57670,65420,7750
Colette Burson,18420,26160,7740
Daniele Luchetti,6499,14220,7721
Craig Bolotin,31840,39560,7720
John Asher,14510,22230,7720
Filip Bajon,2115,9830,7715
Camille Delamarre,441640,449350,7710
Salomé Breziner,5635,13345,7710
Florian Habicht,1052,8752,7700
Henrik Martin Dahlsbakken,10496,18188,7692
Lou Simon,8600,16283,7683
Sam Loh,6470,14150,7680
Yen Tan,17545,25220,7675
Craig Goodwill,10356,18030,7674
Dominique Monfery,2430,10100,7670
Zara Hayes,69019,76670,7651
Quentin Lee,4629,12264,7635
Lucie Borleteau,9100,16690,7590
Sophie Hyde,15410,22990,7580
Alki David,12080,19636,7556
Robert Young,2630,10184,7554
Bob Byington,2590,10141,7551
Jérôme Bonnell,4430,11976,7546
Gerardo Herrero,2580,10110,7530
Pupi Avati,1319,8848,7529
Alejandro Fadel,3256,10780,7524
Ryan White,21160,28680,7520
Alê Abreu,68671,76190,7519
Bryan Poyser,2805,10320,7515
Sion Sono,2226,9720,7494
Nicholas Humphries,8951,16420,7469
Constantin Popescu,5856,13318,7462
Pandiraj,9895,17340,7445
Claudio Noce,4976,12420,7444
Nicolas Klotz,429,7872,7443
Katsuyuki Motohiro,5826,13212,7386
Katia Lewkowicz,2088,9460,7372
Doug Campbell,4170,11540,7370
Romain Gavras,42180,49540,7360
David Lam,560,7910,7350
Evan Oppenheimer,3074,10420,7346
Angeliki Antoniou,366,7708,7342
Massimo Venier,23974,31314,7340
Terry Miles,4132,11462,7330
Nils Malmros,5622,12950,7328
Alicia Scherson,4284,11610,7326
Martin Schreier,14204,21530,7326
Mohsen Makhmalbaf,3787,11112,7325
Jeremy Podeswa,19746,27050,7304
Alan Rudolph,14890,22168,7278
Nikolaus Leytner,12866,20140,7274
Marc Dugain,5850,13120,7270
John L'Ecuyer,1643,8908,7265
Syamsul Yusof,1680,8944,7264
Steve Gomer,12236,19490,7254
Todor Chapkanov,10040,17290,7250
Yoo-jin Kim,1692,8940,7248
Harry Sinclair,3960,11208,7248
Peter Svatek,8860,16099,7239
Nicole Garcia,3405,10640,7235
Dae-gyu Kang,9543,16770,7227
Ryan Callaway,3283,10494,7211
Rodrigue Jean,1882,9090,7208
Isaac Ezban,43450,50620,7170
Edgar Reitz,8255,15420,7165
Salvador Simó,17358,24510,7152
Philippe Le Guay,5025,12150,7125
Eisuke Naitô,1516,8641,7125
Olivia M. Lamasan,1104,8224,7120
Dominic Savage,17490,24610,7120
Jason Alexander,5550,12669,7119
Gavin Grazer,64117,71210,7093
Jean-François Laguionie,5300,12380,7080
Kunle Afolayan,3431,10510,7079
Andrew Prowse,2240,9315,7075
Eric Barbier,984,8050,7066
Thomas Clay,11274,18340,7066
Miguel Gomes,10088,17144,7056
Silvio Soldini,1386,8440,7054
Jeffrey Nachmanoff,414749,421800,7051
Dan Sallitt,2560,9600,7040
Johnnie To,2232,9258,7026
Jérémie Guez,18930,25940,7010
Catherine Cyran,4798,11800,7002
Stanley Tucci,53840,60820,6980
Daniel D'Or,2950,9870,6920
Daniela Goggi,19932,26840,6908
Anahí Berneri,6739,13620,6881
Matías Gueilburt,552,7400,6848
Semih Kaplanoglu,5147,11990,6843
Dominga Sotomayor,7210,14050,6840
Carl Strathie,37720,44550,6830
K. Selvaraghavan,43314,50143,6829
Bernardo Arellano,404,7210,6806
Joaquín Oristrell,3540,10326,6786
Tim Blake Nelson,43577,50360,6783
Attila Till,31786,38560,6774
Angga Dwimas Sasongko,3611,10336,6725
Kim Bass,3210,9920,6710
Robert Greene,3424,10120,6696
Sasi,14573,21264,6691
Antonio Hens,15090,21764,6674
Fabien Constant,11238,17910,6672
Wai-Man Yip,4033,10700,6667
Peter Lindmark,15894,22560,6666
Richard Gabai,6760,13416,6656
Dani de la Orden,13624,20270,6646
Gerardo Vera,5115,11754,6639
Mick Davis,14260,20890,6630
Erik Gustavson,5992,12615,6623
Marina Seresesky,7590,14210,6620
Hernán Jiménez,5239,11830,6591
Ulrich Köhler,6420,13000,6580
Joseph Merhi,2344,8903,6559
Peter Bebjak,1280,7834,6554
Han Han,17190,23740,6550
Jeanne Herry,19660,26190,6530
Gillies MacKinnon,13260,19790,6530
Kim Hong Sun,10488,17010,6522
Antonio Morabito,10685,17190,6505
K.S. Ravikumar,748,7240,6492
Tyler Russell,4033,10520,6487
Eugene Jarecki,6274,12760,6486
Randall Cole,15842,22320,6478
Eric Eason,21041,27500,6459
John Shepphird,5230,11680,6450
Viesturs Kairiss,470,6912,6442
Mariana Rondón,17931,24360,6429
Hiroyuki Imaishi,45944,52360,6416
Paul Goldman,9044,15450,6406
Kim Longinotto,785,7180,6395
Minhal Baig,23919,30310,6391
Lonny Price,5830,12210,6380
Curtis Vowell,11520,17900,6380
Park Hoon-jung,82108,88480,6372
Julia Solomonoff,5239,11610,6371
Shyamaprasad,2611,8982,6371
Bent Hamer,9580,15950,6370
Joe Tornatore,1272,7640,6368
Pablo Fendrik,2815,9180,6365
François Favrat,4614,10970,6356
Andrew Piddington,1920,8270,6350
Daniel Burman,5808,12156,6348
Jerrold Tarog,3246,9580,6334
Roman Coppola,50970,57290,6320
Ruud Schuurman,1264,7580,6316
Tomonori Sudô,20202,26500,6298
Wing-Cheong Law,3475,9744,6269
Paul Wittenberger,1298,7558,6260
Woon-hak Baek,14140,20398,6258
Philip J. Jones,486,6740,6254
Jack Ersgard,5005,11240,6235
Eric Schaeffer,43300,49530,6230
Ursula Macfarlane,25856,32080,6224
Yannis Economides,21444,27668,6224
Edwin,3052,9268,6216
Yukihiko Tsutsumi,968,7178,6210
German Kral,950,7160,6210
Ivan Ostrochovský,3750,9950,6200
Santi Amodeo,4002,10196,6194
Margus Paju,6300,12470,6170
Diego Kaplan,11472,17630,6158
Elisa Fuksas,6782,12933,6151
Róbert I. Douglas,2325,8474,6149
Mostafa Kiaei,8405,14550,6145
Óskar Jónasson,9562,15686,6124
Christopher Cantwell,24688,30810,6122
Brenton Spencer,5720,11825,6105
Nobuhiko Ôbayashi,2985,9084,6099
Dana Lustig,5010,11104,6094
Frederick Wiseman,1156,7230,6074
Michelle Schumacher,11928,18000,6072
Siu-Hung Leung,936,6984,6048
Alex Lehmann,148413,154460,6047
Udi Aloni,1344,7380,6036
Nihat Durak,17068,23090,6022
Audrius Juzenas,5440,11440,6000
Erin Lee Carr,28564,34540,5976
Dustin Rikert,3528,9500,5972
Nick Broomfield,16179,22140,5961
Nicos Perakis,4556,10504,5948
Jean-Paul Civeyrac,1020,6960,5940
Carlos Carrera,4583,10500,5917
Heung-sik Park,3266,9180,5914
Gopal B.,1542,7445,5903
Marc Price,10061,15950,5889
Everardo González,962,6836,5874
Jennifer Peedom,28265,34138,5873
Ronnie Sandahl,10448,16320,5872
Naoko Yamada,22760,28620,5860
Scott McGinnis,3620,9480,5860
Gracia Querejeta,1929,7776,5847
Austin Chick,33610,39410,5800
Alex McAulay,52227,58020,5793
Theo van Gogh,4185,9977,5792
Édouard Molinaro,8921,14710,5789
Sherif Arafa,11378,17164,5786
Yoon-ki Lee,4757,10522,5765
Hayley Cloake,8180,13940,5760
Javier Fesser,43360,49113,5753
Philip Saville,36460,42210,5750
Bill Bennett,21340,27082,5742
Virpi Suutari,1380,7120,5740
Chantal Akerman,5274,11010,5736
Rachel Lee Goldenberg,70170,75892,5722
Étienne Faure,3476,9190,5714
Sylvia Chang,2684,8394,5710
Masato Harada,4105,9815,5710
Kang Woo-suk,1310,7010,5700
Nicholas Winter,1737,7424,5687
Israel Luna,3882,9546,5664
Kan Eguchi,22772,28430,5658
Je-yong Lee,5490,11145,5655
Hüseyin Tabak,2037,7684,5647
Sandip Ray,2469,8108,5639
Nikolay Khomeriki,2527,8152,5625
Neil Jones,2272,7878,5606
Dito Tsintsadze,1152,6737,5585
Casper Andreas,9062,14641,5579
Matthias X. Oberg,2251,7797,5546
Julius Sevcík,5127,10660,5533
Mark Cousins,2308,7825,5517
Rory Kennedy,10420,15907,5487
Tôru Kamei,168,5640,5472
Tom Donahue,11532,16993,5461
B. Harrison Smith,8266,13710,5444
V.V. Vinayak,14088,19531,5443
Sebastian del Amo,21975,27410,5435
Yôjirô Takita,1271,6702,5431
Isaki Lacuesta,2552,7980,5428
Eric Bross,5234,10660,5426
Chinonye Chukwu,49068,54490,5422
João Canijo,1665,7080,5415
Andrés Wood,4118,9530,5412
Ina Weisse,7998,13380,5382
Tobe Hooper,15640,21020,5380
Patrick Leung,1516,6887,5371
Parviz Shahbazi,2162,7529,5367
Ben Cookson,13565,18920,5355
Gary J. Tunnicliffe,15520,20870,5350
Rikiya Imaizumi,318,5662,5344
Andrés Couturier,2999,8340,5341
Waldemar Krzystek,2316,7650,5334
Shinobu Yaguchi,3120,8450,5330
Robert Ginty,1580,6910,5330
Jordi Llompart,3314,8634,5320
Sonia Anderson,1160,6476,5316
Gerry Lively,3130,8444,5314
Denis Delic,19150,24460,5310
Jaime Rosales,8364,13670,5306
Eiji Uchida,1404,6710,5306
Michal Aviad,639,5940,5301
Timothy Greenfield-Sanders,3722,9020,5298
Håvard Bustnes,921,6210,5289
Sreenu Vaitla,10271,15556,5285
David Petrucci,8406,13690,5284
Rainer Matsutani,4080,9360,5280
Cécile Telerman,10170,15440,5270
Larry Fessenden,14354,19620,5266
Laurent Cantet,17546,22810,5264
Ross MacGibbon,479,5740,5261
Sergiu Nicolaescu,3300,8554,5254
Jesper Ganslandt,29580,34820,5240
Anton Bormatov,10640,15880,5240
Karen Moncrieff,37070,42300,5230
Greg Zglinski,2998,8228,5230
Giorgio Bruno,2750,7972,5222
Juraj Herz,870,6089,5219
Feliks Falk,2600,7819,5219
Dariusz Gajewski,2473,7690,5217
Marc Evans,4593,9798,5205
Shô Tsukikawa,318,5502,5184
Dominique Farrugia,7111,12280,5169
Michael A. Nickles,1575,6720,5145
V.K. Prakash,939,6069,5130
Richard Lanni,20578,25700,5122
Baoping Cao,10709,15830,5121
Thomas Arslan,2560,7681,5121
Ody C. Harahap,603,5720,5117
Ralph Hemecker,4130,9240,5110
Ramesh Sippy,13485,18594,5109
Brian Brough,13028,18136,5108
Aly Muritiba,1744,6850,5106
Markus Imhoof,5064,10168,5104
Priyadarshan,10296,15394,5098
Christian Frosch,1475,6559,5084
Daryl Wein,7158,12227,5069
Maximiliano Contenti,20502,25570,5068
Kevan Peterson,3522,8577,5055
Patrick Dewolf,6028,11080,5052
Visar Morina,6471,11520,5049
Dzintars Dreibergs,45469,50500,5031
Akiko Ôku,891,5913,5022
Arsen A. Ostojic,16425,21438,5013
Andrew Goth,7580,12590,5010
Jens Jonsson,12400,17410,5010
Peter Flinth,7020,12022,5002
Christina Rosendahl,10041,15040,4999
Sung-Hong Kim,982,5970,4988
Cedric Sundstrom,33832,38819,4987
Gilles Bourdos,9571,14554,4983
Kieron J. Walsh,13340,18320,4980
Gianni Amelio,10020,14995,4975
Pascale Bailly,20172,25130,4958
Alan Mak,1010,5960,4950
Dmitriy Grachev,8684,13630,4946
Berit Nesheim,3896,8836,4940
Hideo Jôjô,861,5796,4935
Marcus Lindeen,5574,10500,4926
Rustem Abdrashev,2041,6960,4919
Gonzalo Calzada,2451,7360,4909
Taneli Mustonen,11526,16427,4901
Reza Dormishian,12316,17214,4898
Lisa Ohlin,2005,6901,4896
Farah Khan,404340,409180,4840
Gábor Herendi,48689,53516,4827
Paul Borghese,3754,8578,4824
Vasiliy Chiginskiy,4946,9760,4814
Israel Adrián Caetano,13368,18180,4812
Alessandro Capone,1650,6460,4810
Arthur Egeli,1067,5872,4805
Ludovico Di Martino,43516,48320,4804
Asli Özge,4948,9750,4802
Morten Arnfred,1210,5990,4780
Andrey Paounov,2345,7120,4775
Margarethe von Trotta,914,5680,4766
Jan Verheyen,3715,8468,4753
Hyuk Byun,8212,12960,4748
Michael Haussman,35025,39766,4741
Kim Tae-yong,12895,17636,4741
Kung-Lok Lee,4560,9300,4740
Max Kestner,492,5206,4714
Suzi Yoonessi,13765,18460,4695
Vibeke Idsøe,10751,15440,4689
Ron Yuan,18874,23560,4686
Cristina Comencini,1293,5968,4675
Rakhshan Banietemad,7570,12244,4674
Niki Karimi,1912,6580,4668
Alan Jacobs,7330,11995,4665
Jake Mahaffy,3095,7750,4655
Stephen Manuel,12449,17100,4651
Yû Irie,736,5383,4647
Steve Lawson,1258,5898,4640
Peter Mimi,13882,18510,4628
Tomasz Wasilewski,14192,18810,4618
Tigran Keosayan,3530,8145,4615
Cris D'Amato,5758,10370,4612
Milos Radovic,10014,14620,4606
Joaquin Rodriguez,3708,8312,4604
Valeriy Todorovskiy,2603,7198,4595
Allan A. Goldstein,3370,7960,4590
Justin Lee,10022,14610,4588
Lee Friedlander,8202,12790,4588
Annemarie Jacir,14700,19250,4550
William Byron Hillman,1288,5830,4542
Shane Meadows,20569,25110,4541
Bobby Roth,1820,6360,4540
Claudio Cupellini,19970,24508,4538
Dan T. Hall,8271,12809,4538
Bruno Podalydès,5036,9570,4534
Eduardo Schuldt,1746,6272,4526
Yuki Tanada,4344,8850,4506
J.D. Dillard,92750,97250,4500
Philippe Faucon,1129,5618,4489
David Mackay,3202,7690,4488
Lee Jong-pil,2214,6700,4486
Leonel Vieira,4651,9136,4485
Charlotte de Turckheim,3209,7689,4480
Tamás Sas,3897,8376,4479
Andrés G. Schaer,3050,7520,4470
Satish Rajwade,5157,9618,4461
Nacho Vigalondo,689660,694110,4450
Kôji Fukada,2880,7327,4447
Mika Kaurismäki,5620,10063,4443
N. Linguswamy,8177,12620,4443
Madhur Bhandarkar,22436,26878,4442
Valerie Weiss,5160,9600,4440
Daisuke Miura,4658,9060,4402
Lawrence Roeck,48580,52980,4400
