Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Jean-Marie Poiré,426580,110705,-315875
Hugo Gélin,468480,151975,-316505
Brian Gibson,617550,300102,-317448
Mick Garris,616150,297784,-318366
Craig Moss,347635,29069,-318566
George Lucas,21529225,21208300,-320925
George Armitage,792790,470400,-322390
Nigel Cole,483800,161088,-322712
Farhan Akhtar,1647155,1323514,-323641
Mort Nathan,810275,484465,-325810
Josef Fares,474596,148208,-326388
Brian Levant,594600,268210,-326390
Arie Posin,479750,149075,-330675
Menno Meyjes,366040,34870,-331170
Eric Valette,438200,103369,-334831
Harmony Korine,959575,623350,-336225
Albert Brooks,534675,197670,-337005
Rajkumar Santoshi,564457,224709,-339748
Charles Stone III,640763,296584,-344179
Stanley Tong,512034,167300,-344734
David Cronenberg,1421175,1073450,-347725
Gonzalo López-Gallego,679753,330795,-348958
Julie Taymor,430595,81336,-349259
Andrew Traucki,524675,171075,-353600
Michael Lembeck,1599625,1245750,-353875
Reginald Hudlin,463165,107035,-356130
Don Michael Paul,419275,62291,-356984
Liam O'Donnell,588000,230975,-357025
Agnieszka Holland,438025,80700,-357325
Randal Kleiser,562950,203616,-359334
Mike Gunther,380755,18860,-361895
Caradog W. James,738041,374125,-363916
Cristian Mungiu,734286,368925,-365361
Jan Kounen,438738,73257,-365481
Greg McLean,1965850,1597025,-368825
Michel Gondry,474900,104942,-369958
Emile Ardolino,750996,380052,-370944
Milcho Manchevski,397550,22360,-375190
Nick Love,727640,351355,-376285
Jeethu Joseph,450160,70829,-379331
Patrick Read Johnson,462088,81549,-380539
Miranda July,937175,554175,-383000
Fernando Meirelles,3720900,3332150,-388750
Hwang Dong-hyuk,481183,91906,-389277
Fedor Bondarchuk,542900,152075,-390825
Brian Yuzna,437130,40468,-396662
Sally Potter,469425,72725,-396700
Haifaa Al-Mansour,451904,53175,-398729
Julian Jarrold,581870,180238,-401632
Alfonso Arau,471900,69904,-401996
Franco Zeffirelli,522747,120305,-402442
Cyrus Nowrasteh,501268,97506,-403762
Wayne Wang,459625,52310,-407315
Ryan Little,493513,85859,-407654
Christopher Cain,448496,38874,-409622
Bora Dagtekin,593768,183624,-410144
Daniel Petrie Jr.,627475,215929,-411546
Tim Robbins,909324,496911,-412413
Christopher Guest,679235,265042,-414193
Hark Tsui,498800,80013,-418787
Trish Sie,902675,482422,-420253
Steven Zaillian,1061975,641050,-420925
Bob Spiers,584299,162746,-421553
Yann Demange,1508000,1084150,-423850
Duwayne Dunham,1282975,854617,-428358
Ate de Jong,475545,43286,-432259
Jean-Jacques Annaud,589050,156025,-433025
Vikramaditya Motwane,780080,346530,-433550
Jacob Estes,764385,330129,-434256
Patrice Chéreau,475950,40638,-435312
Phil Traill,1112150,674850,-437300
Mamoru Hosoda,893237,454850,-438387
Roger Avary,663998,224970,-439028
Dito Montiel,671650,229065,-442585
John Landis,859000,414225,-444775
Joseph Kahn,738250,288703,-449547
Wych Kaosayananda,505612,55312,-450300
Barbet Schroeder,473225,22198,-451027
A.R. Murugadoss,781509,329015,-452494
Rupert Goold,1827275,1373625,-453650
Amma Asante,667230,209950,-457280
Takashi Shimizu,533378,74801,-458577
John Flynn,646900,186265,-460635
Jeff Burr,486100,23892,-462208
Michaël R. Roskam,608425,143575,-464850
Alain Chabat,545419,79454,-465965
Richard Benjamin,562205,94539,-467666
Brian De Palma,670125,201921,-468204
Frank Oz,1865400,1395180,-470220
Stephan Elliott,625369,154578,-470791
Philippe Claudel,518325,47051,-471274
Stuart Gillard,625375,153787,-471588
Gregory Plotkin,769925,296975,-472950
Len Wiseman,7147000,6671875,-475125
Neil Armfield,1052471,576149,-476322
Fraser C. Heston,689700,211046,-478654
Eli Roth,2097900,1619114,-478786
Ericson Core,1887550,1403650,-483900
Peter Landesman,854295,369150,-485145
Michel Hazanavicius,533914,48633,-485281
Brandon Camp,850950,365668,-485282
Adrian Lyne,2956800,2470400,-486400
Tim McCanlies,599679,112852,-486827
Bryan Spicer,751750,263027,-488723
Cal Brunker,673050,182600,-490450
Dany Boon,606141,113617,-492524
Wayne Kramer,853398,353500,-499898
Sacha Gervasi,1046625,545451,-501174
Don Mancini,1251325,747925,-503400
Quentin Dupieux,666442,153550,-512892
Alister Grierson,782504,263875,-518629
Claudio Fragasso,530015,9271,-520744
John Stockwell,640375,108165,-532210
Toby Wilkins,1026850,493000,-533850
Joe Johnston,1548175,1014083,-534092
Jean-Paul Rappeneau,610971,71030,-539941
Roman Polanski,1071400,529300,-542100
Timur Bekmambetov,839750,295946,-543804
Gia Coppola,677388,133425,-543963
Anthony Hickox,576885,32488,-544397
George Sluizer,563570,18946,-544624
Scott Mann,907625,355000,-552625
Andrew Morahan,554050,735,-553315
Xavier Dolan,786250,228975,-557275
Mike Figgis,568525,10951,-557574
Terry Zwigoff,1700990,1131395,-569595
E. Elias Merhige,1106325,532225,-574100
Ernest R. Dickerson,710606,135514,-575092
Craig Johnson,1021819,446725,-575094
Simon Wincer,608358,24800,-583558
Majid Majidi,673698,90079,-583619
Dennis Dugan,827900,240455,-587445
Christian Alvart,679309,81857,-597452
Allan Moyle,663343,63653,-599690
Mimi Leder,1565700,961175,-604525
Mick Jackson,1203361,589750,-613611
Matthew Bright,797025,181715,-615310
Richard Rich,678250,57010,-621240
John Cameron Mitchell,933357,310700,-622657
David Hogan,784025,160225,-623800
Keishi Otomo,640193,12459,-627734
Simon Wells,1206325,576519,-629806
Edward Zwick,950705,310975,-639730
David Schwimmer,1747350,1102900,-644450
Sam Weisman,1042169,394350,-647819
Ben Younger,1414350,764325,-650025
Hans Weingartner,809950,159820,-650130
Peter Lepeniotis,757250,101700,-655550
Douglas McGrath,1042975,386831,-656144
Ralph Fiennes,838850,176150,-662700
Guillaume Canet,775657,112504,-663153
Bruce Malmuth,811575,141917,-669658
Chris Stokes,687391,11092,-676299
Mark Tonderai,922770,243100,-679670
Oren Moverman,920575,240525,-680050
Mario Van Peebles,974025,290235,-683790
Antti J. Jokinen,711898,21930,-689968
Jesse Dylan,1548975,858986,-689989
Trey Edward Shults,1466476,776125,-690351
John Patrick Shanley,997025,304825,-692200
Christopher Smith,795725,103455,-692270
Todd Solondz,932425,240003,-692422
Lesli Linka Glatter,813350,119486,-693864
Susanna White,928825,226628,-702197
Julie Delpy,770215,65450,-704765
Michael Caton-Jones,784990,74940,-710050
Mark Jones,764850,47796,-717054
David Bowers,999375,274600,-724775
Geoffrey Wright,959535,232437,-727098
Scott Hicks,1136655,400550,-736105
Charles Shyer,2114250,1376200,-738050
Imtiaz Ali,1127887,386820,-741067
Alejandro Amenábar,1065250,316840,-748410
Nimród Antal,1081255,331868,-749387
Mel Smith,848008,97723,-750285
Walter Hill,1115600,362694,-752906
Ben Palmer,2170075,1416250,-753825
Greg Marcks,1253350,499425,-753925
Omar Naim,794859,38480,-756379
Sheldon Lettich,998975,235375,-763600
Robert Redford,1642075,875375,-766700
Louie Psihoyos,1287675,519792,-767883
Mitchell Lichtenstein,1164350,395691,-768659
Ernie Barbarash,1069650,299425,-770225
Joe Chappelle,886155,112797,-773358
Zoya Akhtar,1704574,929887,-774687
Danis Tanovic,1173377,395950,-777427
Gus Van Sant,1548250,769550,-778700
Franck Khalfoun,912725,131905,-780820
Stella Meghie,938756,155675,-783081
David Slade,4208725,3413275,-795450
Debra Granik,2434371,1636300,-798071
Andrew Douglas,2240111,1438710,-801401
Joshua Marston,905775,104265,-801510
Scott Stewart,2806900,2002050,-804850
Akiva Goldsman,1424875,615531,-809344
Les Mayfield,1133175,319220,-813955
Yimou Zhang,886225,71675,-814550
Stephen Herek,954575,133781,-820794
Thomas Jahn,845525,23053,-822472
Geoff Murphy,978325,154460,-823865
Ari Folman,1332210,498350,-833860
Kyle Newman,1418939,583775,-835164
Marjane Satrapi,1381842,546425,-835417
Jean-François Richet,992091,153750,-838341
Adam Marcus,923175,81405,-841770
Brett Leonard,978650,135244,-843406
Russell Mulcahy,927670,82251,-845419
Joseph Vilsmaier,870128,23884,-846244
John Badham,1200950,349306,-851644
Steve Carr,1105375,250175,-855200
Floria Sigismondi,1275600,404825,-870775
Lucky McKee,931409,49450,-881959
Amy Heckerling,1222700,337528,-885172
Geoffrey Sax,1272750,383955,-888795
Deniz Gamze Ergüven,1025175,133455,-891720
Drake Doremus,1080513,187250,-893263
Jimmy Hayward,1547625,651600,-896025
Ari Sandel,1644570,746865,-897705
Tom Six,1492281,589471,-902810
Sean Ellis,2273225,1361525,-911700
Elizabeth Allen Rosenbaum,1132175,217200,-914975
Jon S. Baird,1916522,997400,-919122
Mark Steven Johnson,1385279,464683,-920596
Kunihiko Yuyama,1108704,188075,-920629
Sean Durkin,1397825,464600,-933225
Jae-young Kwak,961440,23486,-937954
Jamie Babbit,1040275,99034,-941241
Stephen Daldry,3587900,2631650,-956250
Aditya Chopra,1803499,844581,-958918
Phil Alden Robinson,1566525,601775,-964750
Nick Murphy,1724600,759410,-965190
Jason Winer,1325025,353649,-971376
Armando Iannucci,1542075,562400,-979675
Michael Tiddes,1250475,251314,-999161
Abel Ferrara,1057575,51797,-1005778
Brian Henson,1768500,760550,-1007950
Joseph Ruben,1634775,625765,-1009010
Kevin Hooks,1270300,251175,-1019125
Ben Falcone,1355826,331250,-1024576
Dennie Gordon,1535587,503005,-1032582
David Wain,1516025,476548,-1039477
Sylvain Chomet,1429300,382649,-1046651
Emir Kusturica,1143450,89381,-1054069
Jeremiah S. Chechik,1554900,499487,-1055413
Gavin Wiesen,1521950,463630,-1058320
John Lafia,1447375,382745,-1064630
Michael Patrick King,3188400,2105550,-1082850
Richard Ayoade,2416775,1327525,-1089250
Marcus Dunstan,1811875,714388,-1097487
Richard Donner,4473475,3373525,-1099950
Lukas Moodysson,1387100,283500,-1103600
James Watkins,2382550,1276425,-1106125
Bille Woodruff,1188075,68059,-1120016
Kevin Munroe,1734075,606228,-1127847
Vincent Gallo,1513775,383213,-1130562
Robert Eggers,7561200,6418000,-1143200
Rachel Talalay,1278850,122625,-1156225
Bernard Rose,1215628,52171,-1163457
Jeff Tremaine,2561300,1388150,-1173150
Ron Howard,2203625,1028029,-1175596
Tomas Alfredson,2091737,915196,-1176541
William Malone,1506550,326932,-1179618
László Nemes,1301625,115100,-1186525
Peter Cornwell,1631525,443025,-1188500
Sam Liu,1541850,349395,-1192455
Joel Schumacher,2341975,1141025,-1200950
Louis Leterrier,3997162,2789625,-1207537
Juan Carlos Fresnadillo,1747300,533875,-1213425
Julie Anne Robinson,2317775,1104200,-1213575
Anton Corbijn,1716325,499496,-1216829
Luke Greenfield,1596475,377830,-1218645
Saul Dibb,1508294,284500,-1223794
Paul Weitz,1413375,173265,-1240110
Walt Becker,1808355,567675,-1240680
John Waters,1591701,345699,-1246002
Elliott Lester,1834320,570381,-1263939
Simon Curtis,2241625,959950,-1281675
Nitesh Tiwari,4062668,2778146,-1284522
Adam Shankman,2085449,797550,-1287899
Jonathan Mostow,1550925,259975,-1290950
Kelly Asbury,1495675,196425,-1299250
David Bruckner,3015300,1690200,-1325100
Patrick Brice,1717650,389445,-1328205
John Pasquin,3339600,2010825,-1328775
David Ayer,1716425,386800,-1329625
Robert De Niro,4051875,2717875,-1334000
Steven Shainberg,1586564,245771,-1340793
Spike Jonze,8849950,7507971,-1341979
Nicolas Roeg,1369800,23858,-1345942
Lee Jeong-beom,1430845,82289,-1348556
Warren Beatty,1647025,292350,-1354675
Robert Rodriguez,1786275,430550,-1355725
Ritesh Batra,1526000,169844,-1356156
James Isaac,1541725,177695,-1364030
Scott Speer,1456450,82326,-1374124
John N. Smith,1430100,52591,-1377509
Ellory Elkayem,1508425,126769,-1381656
Christopher Morris,2138075,755397,-1382678
Barry Jenkins,2706396,1315475,-1390921
Fred Wolf,1585805,189845,-1395960
Michael Pressman,1528450,118168,-1410282
Gabriela Cowperthwaite,1815475,385775,-1429700
Richard Attenborough,1558775,120275,-1438500
Jeremy Garelick,2008525,568667,-1439858
Frank Marshall,1901450,455330,-1446120
Bill Paxton,2292075,840025,-1452050
James Bobin,2328271,872550,-1455721
Peter Howitt,1790900,325574,-1465326
David Robert Mitchell,2771360,1294925,-1476435
Nikkhil Advani,1682062,199965,-1482097
Luc Jacquet,1505075,21350,-1483725
Rakeysh Omprakash Mehra,2459175,954865,-1504310
Prachya Pinkaew,1644584,137294,-1507290
Vadim Perelman,1818500,307600,-1510900
David S. Goyer,2846580,1334800,-1511780
Chris Nahon,1668325,142855,-1525470
RZA,1607850,79575,-1528275
Neil Marshall,1645275,94350,-1550925
Nick Moore,1605475,50870,-1554605
Henry Alex Rubin,1955625,397887,-1557738
Julius Onah,2046664,476917,-1569747
S. Craig Zahler,2966350,1386350,-1580000
Nick Castle,1625600,38541,-1587059
Hideo Nakata,1634971,16586,-1618385
Peter Jackson,2589300,964075,-1625225
Jamie Blanks,1790875,159991,-1630884
Christophe Barratier,1682825,46901,-1635924
David Anspaugh,1730725,69105,-1661620
Peter Hewitt,2031075,352690,-1678385
Dennis Iliadis,1927007,228345,-1698662
Howard Zieff,2229875,524150,-1705725
Milos Forman,2523025,799900,-1723125
Terry Gilliam,2279250,556025,-1723225
André Øvredal,1992450,264850,-1727600
Çagan Irmak,1879681,147932,-1731749
Yann Samuell,1812925,29854,-1783071
Steven Knight,2923619,1139600,-1784019
Rob Minkoff,3739100,1952300,-1786800
Justin Baldoni,2078575,291300,-1787275
John Singleton,3884350,2086775,-1797575
John Michael McDonagh,2396400,598157,-1798243
Jay Chandrasekhar,2498762,691029,-1807733
Andrzej Bartkowiak,1845000,27641,-1817359
Brad Furman,2329321,489025,-1840296
Jake Szymanski,2385925,533650,-1852275
Rupert Sanders,7573200,5708875,-1864325
Ashutosh Gowariker,2071216,194330,-1876886
Rob Zombie,2342975,460558,-1882417
Richard Linklater,2534184,628975,-1905209
Jon Avnet,2100150,182608,-1917542
Gil Kenan,3470750,1533200,-1937550
Peter Segal,2805625,865550,-1940075
Stephen Chow,2238550,283395,-1955155
Alex Proyas,5115575,3156550,-1959025
David Soren,2783525,812300,-1971225
Shane Carruth,2861275,875325,-1985950
Peter Webber,2069925,48802,-2021123
Peter Billingsley,2877450,855147,-2022303
Benh Zeitlin,2128850,94275,-2034575
Frank Coraci,2913217,872311,-2040906
David Carson,2179675,131625,-2048050
David Lynch,2531675,470285,-2061390
Larry Clark,2121975,30874,-2091101
Greta Gerwig,8285975,6194525,-2091450
Aneesh Chaganty,4510900,2410975,-2099925
Timo Vuorensola,2415950,295100,-2120850
Gérard Pirès,2241450,109176,-2132274
Catherine Hardwicke,2460350,321675,-2138675
Oliver Hirschbiegel,2405175,252525,-2152650
Scott Kalvert,3035350,877729,-2157621
Stuart Hazeldine,3147375,982700,-2164675
David McNally,3029325,845500,-2183825
Hiromasa Yonebayashi,2622650,412550,-2210100
Anne Fletcher,3177975,942650,-2235325
Tom Brady,2572075,319442,-2252633
Ron Shelton,2464900,209800,-2255100
Michael Bay,7190950,4933000,-2257950
Rupert Wyatt,3717117,1455600,-2261517
Elizabeth Banks,4269450,1999250,-2270200
Colin Trevorrow,3012405,736950,-2275455
Chris Wedge,2751750,474650,-2277100
Joe Cornish,2789375,469550,-2319825
Dean Devlin,2975400,654375,-2321025
Mathieu Kassovitz,2777326,454624,-2322702
José Padilha,2767825,433200,-2334625
Robert Iscove,2601725,266298,-2335427
Shane Black,5946825,3597050,-2349775
Ivan Reitman,4077975,1684475,-2393500
Billy Bob Thornton,2474675,76134,-2398541
John Moore,2828625,425025,-2403600
Larry Charles,3633042,1205334,-2427708
Justin Chadwick,3004575,574850,-2429725
Steve Pink,3505875,1044225,-2461650
Marc Lawrence,3153475,677525,-2475950
David Mickey Evans,2570650,47558,-2523092
Chris Noonan,3362975,802875,-2560100
David Zucker,3064875,491589,-2573286
Morgan Spurlock,2842650,247284,-2595366
Steve Barron,2627725,30370,-2597355
Babak Najafi,2902351,270950,-2631401
Etan Cohen,3682075,986725,-2695350
Lexi Alexander,4054625,1354510,-2700115
Peter Cattaneo,2857775,149425,-2708350
Eric Brevig,3302900,587200,-2715700
Matthijs van Heijningen Jr.,3647975,931725,-2716250
Joe Wright,8302850,5537225,-2765625
Xavier Gens,2959165,192075,-2767090
Henry Selick,9400425,6621050,-2779375
Phillip Noyce,3020200,216775,-2803425
Jerry Zucker,5921450,3084000,-2837450
Steven Quale,3133150,287325,-2845825
Dean DeBlois,6629648,3783000,-2846648
Tom Dey,3386975,507565,-2879410
Danny Leiner,3068822,170115,-2898707
Kevin Greutert,3141000,204849,-2936151
Jonathan Frakes,3307300,362959,-2944341
Jonathan Hensleigh,4272925,1286825,-2986100
Marcus Nispel,3817525,829893,-2987632
Bryan Bertino,3625625,570400,-3055225
Raja Gosnell,3186675,126875,-3059800
Jim Field Smith,3625750,562800,-3062950
Brad Silberling,3680425,590375,-3090050
Michael Mann,4711150,1611275,-3099875
Derek Cianfrance,4660583,1505150,-3155433
Rodrigo Cortés,3552958,373475,-3179483
David Hackl,3450475,210225,-3240250
Jay Roach,6445150,3181900,-3263250
Joel Edgerton,4322500,1055950,-3266550
Zach Braff,5585150,2295025,-3290125
Rawson Marshall Thurber,6698000,3366550,-3331450
Sofia Coppola,4247700,914950,-3332750
Penny Marshall,3983800,643290,-3340510
Eli Craig,4849775,1436095,-3413680
Joel Zwick,3624650,194915,-3429735
Nima Nourizadeh,5856575,2405375,-3451200
Greg Mottola,5202588,1713100,-3489488
John G. Avildsen,3774275,267975,-3506300
Stephen Hopkins,4580425,1027350,-3553075
Richard Curtis,13309625,9696450,-3613175
Ron Underwood,3778350,153311,-3625039
McG,4917000,1280925,-3636075
Fede Alvarez,4944750,1299625,-3645125
Chris Weitz,4927200,1227525,-3699675
Rob Marshall,6096325,2385575,-3710750
John McTiernan,5383550,1666900,-3716650
Randall Wallace,4482600,716950,-3765650
Clark Johnson,3855225,80050,-3775175
Jim Gillespie,3964725,160756,-3803969
Tom McGrath,7425000,3545600,-3879400
J.B. Rogers,3942994,60110,-3882884
Barry Sonnenfeld,4513600,610150,-3903450
Andy Fickman,4409650,409675,-3999975
Scott Waugh,4470775,384847,-4085928
Gabor Csupo,4348650,243319,-4105331
Penelope Spheeris,4284875,108626,-4176249
Roger Kumble,5143675,965700,-4177975
Paul Haggis,4951447,734025,-4217422
Terrence Malick,5001325,711275,-4290050
Nicholas Stoller,7577325,3260275,-4317050
Francis Lawrence,9386575,5053050,-4333525
Garth Jennings,5218250,825000,-4393250
Kevin Reynolds,5223800,773650,-4450150
Marco Brambilla,4850975,356900,-4494075
Jason Reitman,5732900,1237626,-4495274
Michael Sucsy,5136700,592450,-4544250
Vincenzo Natali,6206350,1625475,-4580875
Troy Duffy,6279600,1674675,-4604925
Neil Burger,6259851,1595625,-4664226
Jared Hess,5965175,1288396,-4676779
Dan Scanlon,9001319,4269275,-4732044
Gregory Hoblit,6198025,1323675,-4874350
Genndy Tartakovsky,7051075,2144400,-4906675
Steve Oedekerk,5854350,866850,-4987500
James Wong,7015075,1987800,-5027275
Kevin Smith,5817225,709150,-5108075
Jennifer Kent,6205000,898450,-5306550
Oren Peli,6420875,1105015,-5315860
Kevin Costner,7292950,1959225,-5333725
Adam McKay,9487275,4070975,-5416300
David Yates,13341049,7742475,-5598574
Rob Reiner,5915200,215873,-5699327
Alex Garland,14825500,9082550,-5742950
Garth Davis,6045030,289900,-5755130
Carlos Saldanha,7434825,1596625,-5838200
Ben Affleck,7350250,1497800,-5852450
Roger Michell,6185770,332700,-5853070
George Nolfi,6766175,900075,-5866100
David Fincher,8008925,2073875,-5935050
Mike Judge,7212825,1260600,-5952225
Quentin Tarantino,27282275,21319950,-5962325
Robert Luketic,6236825,266340,-5970485
Josh Trank,6628225,580575,-6047650
Jean-Pierre Jeunet,6606625,500600,-6106025
Darren Lynn Bousman,6375673,182775,-6192898
Jan de Bont,9826800,3627850,-6198950
Renny Harlin,6316703,63073,-6253630
Sharon Maguire,6615100,350575,-6264525
Tate Taylor,7927178,1578150,-6349028
Jason Moore,8289200,1738900,-6550300
Phyllida Lloyd,6888000,118525,-6769475
Guy Ritchie,15444225,8642449,-6801776
Andrew Niccol,8104400,1221500,-6882900
Thea Sharrock,7222100,336925,-6885175
Joseph Kosinski,8915700,1942375,-6973325
Martin Brest,8257325,1269875,-6987450
Stephen Chbosky,11540349,4475300,-7065049
Paul Verhoeven,8889025,1782275,-7106750
Mary Harron,7300905,146145,-7154760
Jennifer Yuh Nelson,8060150,904250,-7155900
Drew Goddard,11306125,4130550,-7175575
Chad Stahelski,18541725,10694400,-7847325
Damien Chazelle,12961080,5069675,-7891405
Simon West,8001325,105075,-7896250
Tom Shadyac,8152725,200479,-7952246
Garry Marshall,9117325,1002200,-8115125
Duncan Jones,9432700,955975,-8476725
Kurt Wimmer,8692625,102475,-8590150
Wes Ball,12804100,4121525,-8682575
Chuck Russell,10570225,1778445,-8791780
Jordan Peele,17528450,8570275,-8958175
Gil Junger,9689825,50915,-9638910
Florian Henckel von Donnersmarck,10290975,637150,-9653825
Judd Apatow,11717150,1927000,-9790150
Francis Ford Coppola,10631050,189848,-10441202
Ruben Fleischer,15584675,5095000,-10489675
Andrew Adamson,10727475,175259,-10552216
Seth MacFarlane,16478825,5867425,-10611400
Robert Zemeckis,12056475,1169100,-10887375
Tim Burton,13133325,2068475,-11064850
Neill Blomkamp,17959200,6759650,-11199550
Marc Webb,14008625,2368178,-11640447
Sam Mendes,30338400,16980350,-13358050
Dan Gilroy,15166775,1655125,-13511650
Harold Ramis,17175750,2596050,-14579700
Chris Columbus,16357725,894125,-15463600
Richard Kelly,19601401,2387225,-17214176
Martin Scorsese,31544375,8691280,-22853095
Andrew Stanton,30097775,7170175,-22927600
Tim Miller,28256050,4846950,-23409100
Tony Kaye,29733125,2490575,-27242550
James McTeigue,29544275,421050,-29123225
Jonathan Demme,38844825,531464,-38313361
Frank Darabont,72488725,8543200,-63945525
